"","x"
"1",0.163472403124322
"2",0.196827330683426
"3",0.120145921497349
"4",0.0710668759635596
"5",0.165972334415014
"6",0.193559267044029
"7",0.119219724550978
"8",0.106105687732124
"9",0.152960871800028
"10",0.18487454374053
"11",0.157454854879435
"12",0.123560154110036
"13",0.116696364469535
"14",0.218680357903921
"15",0.127522488694452
"16",0.405848470199419
"17",0.110688489069702
"18",0.163038299646761
"19",0.0924743925608342
"20",0.085360437419185
"21",0.0707318850700053
"22",0.15684511269821
"23",0.0655949352975528
"24",0.140257736136602
"25",0.19492932857165
"26",0.11632471297367
"27",0.0716222148303226
"28",0.133725487985191
"29",0.162897714245944
"30",0.0893100118106872
"31",0.189133752665948
"32",0.113874908499695
"33",0.182327088253078
"34",0.176338288222487
"35",0.209795325341377
"36",0.119733559274972
"37",0.126047632827631
"38",0.156669137084757
"39",0.164653886923959
"40",0.105716974884288
"41",0.164159777954451
"42",0.105886925929333
"43",0.158362514902502
"44",0.222708481700984
"45",0.106072886516054
"46",0.0677917945389494
"47",0.157820838192023
"48",0.0821368083104127
"49",0.198103471851281
"50",0.090511145368736
"51",0.127058898971223
"52",0.112075704538468
"53",0.159125619551401
"54",0.145548386315802
"55",0.155396066194113
"56",0.0908650433308428
"57",0.134594485878539
"58",0.11150548487342
"59",0.0929984412990949
"60",0.178428836207057
"61",0.200292830671153
"62",0.136590930270823
"63",0.128022230218504
"64",0.0602424965440138
"65",0.151850583863146
"66",0.15137609841197
"67",0.20137280055216
"68",0.102348787752964
"69",0.108024630754296
"70",0.28830125153458
"71",0.133857650307131
"72",0.117833108578037
"73",0.210010356001779
"74",0.146403452445112
"75",0.195511661335755
"76",0.0733591181688697
"77",0.0797151733414464
"78",0.0883052767620591
"79",0.0982950262163556
"80",0.225204988471534
"81",0.157954749291337
"82",0.113019026768055
"83",0.189496704103906
"84",0.183517944054478
"85",0.0796590377214637
"86",0.161979306066576
"87",0.184261026712122
"88",0.180585617479561
"89",0.132641509193049
"90",0.177248611229006
"91",0.187550213443736
"92",0.0955350879479632
"93",0.143119513425383
"94",0.194627929697489
"95",0.0686598240525061
"96",0.21423893690291
"97",0.126943021764546
"98",0.162732778060367
"99",0.162673401822655
"100",0.102555543360197
"101",0.103580102304021
"102",0.1406611092198
"103",0.144604431855682
"104",0.110658144748298
"105",0.142970606254031
"106",0.144121348648834
"107",0.0549867385897467
"108",0.104395924414662
"109",0.122421361830563
"110",0.113053398384921
"111",0.212129026297322
"112",0.111349584578443
"113",0.133836365198493
"114",0.0966064144048557
"115",0.132100751920469
"116",0.145226541143902
"117",0.101548090188596
"118",0.114078599206916
"119",0.121042483461654
"120",0.0697301846725865
"121",0.145209424264547
"122",0.0842912053194645
"123",0.173067454750493
"124",0.0756009989682562
"125",0.119731161056926
"126",0.145146076321351
"127",0.339309563472729
"128",0.122598880125359
"129",0.150286234911203
"130",0.0986924845367486
"131",0.0986718760805833
"132",0.0763530424232759
"133",0.131391821291597
"134",0.122631500726073
"135",0.0871282779094908
"136",0.0616079036244848
"137",0.131869140582554
"138",0.055078317027937
"139",0.139715780520404
"140",0.261238744772191
"141",0.0897812518292846
"142",0.169760793047488
"143",0.165619605297281
"144",0.105303244855089
"145",0.144917223548274
"146",0.112655560436884
"147",0.147381818824824
"148",0.11921095378851
"149",0.118166036172803
"150",0.232001553853789
"151",0.166290555595411
"152",0.122355528986817
"153",0.0642518830250973
"154",0.148741763888553
"155",0.117688031211615
"156",0.117372703474872
"157",0.0917749116513533
"158",0.112510043297202
"159",0.179043577471081
"160",0.152964933693672
"161",0.109947773829458
"162",0.133503218293629
"163",0.159070406320889
"164",0.0867921559978487
"165",0.0831356947244314
"166",0.312906856327671
"167",0.246140588088143
"168",0.134415645604669
"169",0.136304240333068
"170",0.170498407099385
"171",0.293638743201018
"172",0.150156507790158
"173",0.0709732069067906
"174",0.0970840968724857
"175",0.0809864760303659
"176",0.157178802804329
"177",0.126426488345086
"178",0.150682983112653
"179",0.191844971796665
"180",0.0697325393600282
"181",0.112742476964338
"182",0.130385115248043
"183",0.117097564693897
"184",0.177737754428152
"185",0.269840568695762
"186",0.0798928484765277
"187",0.0897794458976028
"188",0.214849321063072
"189",0.130857413746717
"190",0.215631524552546
"191",0.297199898881851
"192",0.146996506489614
"193",0.11655906204382
"194",0.192415692383181
"195",0.129074759352187
"196",0.171685851424249
"197",0.167336035450973
"198",0.148631039923529
"199",0.127263168013425
"200",0.193991753478195
"201",0.120257001305878
"202",0.114127012826008
"203",0.166538826435682
"204",0.159290668915636
"205",0.163711562283776
"206",0.0722233120556224
"207",0.0965900765309753
"208",0.129387805317414
"209",0.135227446125291
"210",0.103573068921714
"211",0.108968973009492
"212",0.144178032407922
"213",0.10237600639182
"214",0.150722146560648
"215",0.0889704977091458
"216",0.124446041596497
"217",0.12169098132845
"218",0.141021528372413
"219",0.217058996809677
"220",0.14627791319576
"221",0.164311621003446
"222",0.179716380163768
"223",0.120976559219056
"224",0.0661718289713635
"225",0.197702089100356
"226",0.0903785059639089
"227",0.209799389742523
"228",0.105403700352091
"229",0.182304009825994
"230",0.0581418641082959
"231",0.0766495199196618
"232",0.192652743788594
"233",0.183685050677604
"234",0.169686026485727
"235",0.0658183956279813
"236",0.133941081082298
"237",0.212388637263417
"238",0.134281440358907
"239",0.117403480497565
"240",0.127252931157309
"241",0.102476739563274
"242",0.13235483172299
"243",0.116389760160608
"244",0.118525152786156
"245",0.0517042050554703
"246",0.146326111342309
"247",0.102615254482682
"248",0.145557737324791
"249",0.134858498371494
"250",0.070367400886028
"251",0.1258602475042
"252",0.132466708641083
"253",0.15166148460796
"254",0.17301630519308
"255",0.155695581925645
"256",0.288498331513432
"257",0.149555011228087
"258",0.180749688957146
"259",0.180594707150234
"260",0.703049810979107
"261",0.166520556350551
"262",0.159788963402446
"263",0.212953364917823
"264",0.147046997451216
"265",0.226620944961239
"266",0.0740373471278125
"267",0.151419259139965
"268",0.144409375709627
"269",0.120231415050828
"270",0.0978468730723345
"271",0.0906781775625955
"272",0.074509342110779
"273",0.104431202128818
"274",0.150137401345789
"275",0.118416606586399
"276",0.195480961135728
"277",0.130668541236887
"278",0.127122082312668
"279",0.128047160135505
"280",0.197568065296417
"281",0.149292432030993
"282",0.124807180387012
"283",0.15980492072677
"284",0.167859807954074
"285",0.0949804768852079
"286",0.180401401347667
"287",0.0843581254879032
"288",0.0901386901828445
"289",0.109863740816369
"290",0.101617415441543
"291",0.158953618360377
"292",0.131410332104946
"293",0.170759039032759
"294",0.13117583137018
"295",0.166814580764735
"296",0.104198817024416
"297",0.156334841708889
"298",0.211346797101696
"299",0.161987136829071
"300",0.0935854769059816
"301",0.267704909835402
"302",0.152067213977849
"303",0.0690862174227068
"304",0.0892432229715888
"305",0.101314271202279
"306",0.188252267585308
"307",0.145313139101046
"308",0.0884169116305749
"309",0.105070563601257
"310",0.239017161083531
"311",0.208567921169751
"312",0.113704649599537
"313",0.116894642235539
"314",0.237681056632788
"315",0.166268576792911
"316",0.131749144434097
"317",0.264170834686358
"318",0.151477032454725
"319",0.205319844134827
"320",0.130937907255963
"321",0.0480019087532476
"322",0.189945279654955
"323",0.153887364111857
"324",0.141445068652884
"325",0.111334889359835
"326",0.42604953040979
"327",0.130376354775573
"328",0.151186333857168
"329",0.242046580489083
"330",0.0740889750915021
"331",0.151024990207119
"332",0.161922834052894
"333",0.15190621631931
"334",0.130624058821122
"335",0.142574559583293
"336",0.103521017433183
"337",0.147497020155044
"338",0.119921293547131
"339",0.123066525315898
"340",0.208925626480765
"341",0.116740201329974
"342",0.246687235629217
"343",0.112925689325462
"344",0.134358507683546
"345",0.131306161969075
"346",0.155404497816645
"347",0.102031029962696
"348",0.183297488904763
"349",0.143654440228929
"350",0.180967262137305
"351",0.140202479845612
"352",0.0925219985261387
"353",0.0925805493583967
"354",0.0889021176418605
"355",0.12975323080775
"356",0.11318387990801
"357",0.121777003396333
"358",0.149947820067637
"359",0.0738962252200783
"360",0.0947359894797033
"361",0.121273267027828
"362",0.212573795890123
"363",0.108485870788549
"364",0.169570969509658
"365",0.0997754551342462
"366",0.167810019291573
"367",0.0785454306257408
"368",0.154773601996323
"369",0.109357355363558
"370",0.205578902640557
"371",0.140627701321979
"372",0.119740822628291
"373",0.091287774291315
"374",0.145591708547831
"375",0.340048466329751
"376",0.0523783877357827
"377",0.0723710912834633
"378",0.0739268345038576
"379",0.105138327873623
"380",0.127355600981722
"381",0.148853442591804
"382",0.0748276518642824
"383",0.156019118920733
"384",0.102927847777705
"385",0.187842715437353
"386",0.121699054422423
"387",0.117973891286706
"388",0.182145265719322
"389",0.189804372140106
"390",0.178591038855098
"391",0.104094320731711
"392",0.0707054240860646
"393",0.171070528939647
"394",0.121733482278886
"395",0.131071856207626
"396",0.148683747551566
"397",0.128339899067791
"398",0.0648534894920053
"399",0.157635702054477
"400",0.124292686748939
"401",0.158620099645599
"402",0.0903973509452684
"403",0.128817514859955
"404",0.119465781295095
"405",0.185665230637682
"406",0.0693909835892763
"407",0.140713838461167
"408",0.225790774723888
"409",0.108157706621605
"410",0.104246140990949
"411",0.157101324855803
"412",0.173034846671714
"413",0.189254128853814
"414",0.12712902648966
"415",0.133749543794203
"416",0.0648399548806341
"417",0.101577112479844
"418",0.0642752531903472
"419",0.0912040003440168
"420",0.0716551377984736
"421",0.108880131443304
"422",0.103435741502406
"423",0.134374806998561
"424",0.163122275850949
"425",0.134249515775408
"426",0.16025949213797
"427",0.174444049401323
"428",0.120749543713309
"429",0.271379025016867
"430",0.137402534721118
"431",0.120565527322086
"432",0.213966317890686
"433",0.10289323613129
"434",0.310730205880303
"435",0.145514032524818
"436",0.123123313697764
"437",0.190784567868237
"438",0.119468123595726
"439",0.0773922810735821
"440",0.142228814456829
"441",0.141582192835652
"442",0.1222760190549
"443",0.332131841326617
"444",0.127224626112196
"445",0.171356631392724
"446",0.291453653916267
"447",0.110316034383256
"448",0.154413747716967
"449",0.102357616503971
"450",0.07773302463465
"451",0.14081704317666
"452",0.0969303503362874
"453",0.1376048775326
"454",0.130086220738377
"455",0.196827920655886
"456",0.0731852367362352
"457",0.181878201262013
"458",0.132029323872554
"459",0.162231046454388
"460",0.135856069385753
"461",0.116248501319336
"462",0.167345527574101
"463",0.0695951003469216
"464",0.08726343606404
"465",0.0800660611800049
"466",0.102581325231254
"467",0.0621174935637472
"468",0.146884877856845
"469",0.243979844080669
"470",0.228602761133181
"471",0.0667472385986799
"472",0.117055006582039
"473",0.0742772904428785
"474",0.140476912160859
"475",0.193811916840797
"476",0.0825949112586522
"477",0.111449534941173
"478",0.0846588877543621
"479",0.184495166118378
"480",0.124329967827535
"481",0.059938301933834
"482",0.113456772673622
"483",0.101742299085193
"484",0.0931961958201851
"485",0.201045421613403
"486",0.145129055552091
"487",0.11272473078546
"488",0.173347662822356
"489",0.0952739431362625
"490",0.130922099086151
"491",0.0755284276451181
"492",0.172993671763335
"493",0.384132818688853
"494",0.165956458571334
"495",0.0824972947776729
"496",0.158914830164602
"497",0.279525005627518
"498",0.135511885183079
"499",0.122512344373025
"500",0.102595805365615
"501",0.139822731563048
"502",0.123889165003317
"503",0.138195010763982
"504",0.132939413778053
"505",0.142485320723927
"506",0.0684575902106826
"507",0.059352212034859
"508",0.13313555061269
"509",0.0867262864109384
"510",0.144784914415286
"511",0.14322292532814
"512",0.173226749944552
"513",0.17988362864714
"514",0.120012773744919
"515",0.0984383041894146
"516",0.0938065293767835
"517",0.148949289499604
"518",0.156504796081755
"519",0.0779663853876294
"520",0.113780328274652
"521",0.0626075473644009
"522",0.0525824366680855
"523",0.199080879977331
"524",0.0979746741213519
"525",0.0816596466523512
"526",0.121748580302576
"527",0.120758214527374
"528",0.0955408686025458
"529",0.123751180356605
"530",0.154749332166819
"531",0.10256098422834
"532",0.173139756131579
"533",0.164673755688606
"534",0.138986947930784
"535",0.143046324934552
"536",0.14824367977896
"537",0.192639106657617
"538",0.140703442922211
"539",0.178565750797822
"540",0.200411529072727
"541",0.142102706400321
"542",0.126352493076391
"543",0.154178373483302
"544",0.119848620372472
"545",0.0877359632892719
"546",0.12882366538553
"547",0.102951806005108
"548",0.0733024600724934
"549",0.126413662453203
"550",0.145775020157048
"551",0.246732867809894
"552",0.066048022787458
"553",0.158063449733442
"554",0.0990377786993399
"555",0.0805504260623636
"556",0.146488507808875
"557",0.123793992331087
"558",0.117695190420733
"559",0.130385082768129
"560",0.122574677471415
"561",0.213006039453947
"562",0.10561401173201
"563",0.158313512063235
"564",0.180464991082994
"565",0.152608159340482
"566",0.0892387824669805
"567",0.075734600151567
"568",0.138505159704333
"569",0.0635379909105234
"570",0.135823962391772
"571",0.363995358678166
"572",0.167253339268088
"573",0.0872042612602779
"574",0.132537529390487
"575",0.171348844125957
"576",0.0784738136146903
"577",0.142549962495597
"578",0.266682937523681
"579",0.156053337555656
"580",0.160803025455693
"581",0.238617760216397
"582",0.205329308204422
"583",0.126128085751432
"584",0.138238361209057
"585",0.158398501306865
"586",0.120969994168365
"587",0.167382352768317
"588",0.130551492345192
"589",0.0968323191423338
"590",0.143698238705769
"591",0.143478066216638
"592",0.0718793931034759
"593",0.107049794614085
"594",0.149416018821834
"595",0.06754934251352
"596",0.188357008125887
"597",0.151993638164209
"598",0.241956262438332
"599",0.133607703964038
"600",0.121374702275674
"601",0.118308141824479
"602",0.117699557610931
"603",0.149282266265631
"604",0.114487254800063
"605",0.0821241256715532
"606",0.217822804941653
"607",0.201263295454632
"608",0.133278044088811
"609",0.102178998810818
"610",0.152636502614308
"611",0.0902985380413817
"612",0.189400816851204
"613",0.192872132164201
"614",0.112765876119409
"615",0.183231507182854
"616",0.183743021062092
"617",0.159790869594322
"618",0.138701374724074
"619",0.155257430755489
"620",0.148341539229373
"621",0.115723159223174
"622",0.149927230002109
"623",0.124088873970942
"624",0.123815538126098
"625",0.194365651437282
"626",0.0739021876652869
"627",0.115213103382724
"628",0.142047262187968
"629",0.160546622689403
"630",0.113315398028551
"631",0.0909448001908129
"632",0.167522615980576
"633",0.145182364546372
"634",0.122649782251241
"635",0.101033824184246
"636",0.200225328564169
"637",0.0959795730399854
"638",0.310017652807817
"639",0.0552556919108163
"640",0.102415550759699
"641",0.120121655001675
"642",0.142662359054565
"643",0.186488253377222
"644",0.105822985367424
"645",0.225553367322912
"646",0.145697367135433
"647",0.166599054431938
"648",0.249558737191056
"649",0.107475661408077
"650",0.111607647395417
"651",0.125691094453168
"652",0.0967271421401668
"653",0.137496176238808
"654",0.143376021129956
"655",0.203717595310997
"656",0.121845771096447
"657",0.111099786092454
"658",0.149777573878837
"659",0.137746627454575
"660",0.112248741172145
"661",0.168083012555572
"662",0.114391534451392
"663",0.117085495026157
"664",0.132477523475455
"665",0.129998398153958
"666",0.127393452295498
"667",0.180519251673418
"668",0.111543369407962
"669",0.147468649041512
"670",0.13233732476307
"671",0.180574787216814
"672",0.110338026510327
"673",0.165672525050928
"674",0.157246170789043
"675",0.35065024884841
"676",0.130658977963677
"677",0.134564190323542
"678",0.0563731328321475
"679",0.109711984018662
"680",0.155703096099039
"681",0.0648228918524826
"682",0.0708886526016312
"683",0.11792419016719
"684",0.167467092713971
"685",0.116556349761237
"686",0.0805026163611079
"687",0.140755360283976
"688",0.0956455757450717
"689",0.150105756328613
"690",0.211498195598681
"691",0.0974316475014137
"692",0.179055052005602
"693",0.228436540891806
"694",0.161987545399811
"695",0.070013697774223
"696",0.144580362810216
"697",0.135526960629715
"698",0.141914680475268
"699",0.176013742462224
"700",0.12267629562367
"701",0.125837768202107
"702",0.109485484354088
"703",0.110659398942246
"704",0.180622485968288
"705",0.168328620602746
"706",0.0965764363402829
"707",0.14831580062884
"708",0.165633789999027
"709",0.067309077193813
"710",0.157312700405293
"711",0.0925076329329979
"712",0.139011091157459
"713",0.142427893160867
"714",0.117244893078386
"715",0.139541171813211
"716",0.237251672617819
"717",0.12054197335932
"718",0.0558766751170461
"719",0.126392088905645
"720",0.10741904191308
"721",0.139901069316316
"722",0.100559876372287
"723",0.122132565169455
"724",0.0741817674100839
"725",0.142997623110768
"726",0.0869549073515998
"727",0.153047948939929
"728",0.154664021196522
"729",0.168091589590259
"730",0.146232373510209
"731",0.18508353659252
"732",0.145447684052545
"733",0.12960516136534
"734",0.171614712725308
"735",0.170514845255684
"736",0.187072834113673
"737",0.07965070997319
"738",0.176141775012389
"739",0.146588272709306
"740",0.133699840187906
"741",0.114103744674055
"742",0.126536495054239
"743",0.259806631109541
"744",0.110831602492174
"745",0.171770660704136
"746",0.169568813142658
"747",0.184424881548587
